Unit 1,Unit 2,Length of shared border
290950084002,290950084001,1.019236161
290950084002,290950083001,0.980202435
290950088004,290959801011,2.013716582
290950089001,290950088004,1.045345945
290950178001,290950052001,0.783076979
290950178001,290950162001,0
290950178001,290950043002,0
290950178001,290950052001,0
290950162001,290950043002,0
290950162001,290950052001,0
290950043002,290950052001,0
290950162001,290950052001,0.481431152
290950162002,290950052001,0.508926156
290950054001,290950052001,1.002358585
290950054001,290950053001,0
290950054001,290950055001,0
290950054001,290950052001,0
290950053001,290950055001,0
290950053001,290950052001,0
290950055001,290950052001,0
290950053001,290950052001,0.49845592
290950053002,290950052001,0.496675567
290950178003,290950178002,0
290950178003,290950053002,0
290950178003,290950052001,0
290950178002,290950053002,0
290950178002,290950052001,0
290950053002,290950052001,0
290950178002,290950052001,0.220585692
290019503003,290019509001,0.917758854
290019504002,290019509001,0.824872669
290019504003,290019509001,1.74595393
290019509002,290019509001,1.107642863
290019503004,290019509001,0.391722758
291514904001,290739603003,2.984257728
290739603003,291514902001,11.67446119
290739603003,290739602002,25.10281922
290739603003,290739602001,6.368036108
290739603003,290739603002,17.71385574
290739603003,290739603001,33.08190887
291892150053,291892150051,1.349890064
291892150053,291892150042,0.366229747
291892150053,291892150054,0.484659487
291892150053,291892150055,0.75424893
291892151023,291892150031,1.958161825
291892150043,291892150031,0.848489626
291892150041,291892150031,0.780325604
291892150032,291892150031,1.417398971
291892151023,291892150032,1.166264278
291892150041,291892150032,0.409181446
291892150052,291892150032,0.848652138
291892150033,291892150032,1.823341056
